air_humidity_100;atm_pressure_main;num_of_resets;piezo_charge;piezo_temperature;chuva
0.6162790697674418;0.4140127388535077;0.6666666666666666;0.5633040363913302;0.3055555555555555;0
0.941860465116279;0.2101910828025524;0.6666666666666666;0.3772101352324887;0.2222222222222222;1
0.9069767441860463;0.6496815286624198;0.3333333333333333;0.916534590288784;0.1666666666666666;2
0.8953488372093024;0.375796178343954;1.0;0.3742461354794887;0.2222222222222222;3
0.9069767441860463;0.2229299363057322;0.6666666666666666;0.3854846345429472;0.25;4
0.9186046511627906;0.7197452229299373;1.0;0.6291089475742544;0.1944444444444444;5
0.8023255813953489;0.4331210191082846;0.3333333333333333;0.5729370355885803;0.2777777777777777;7
0.8953488372093024;0.4458598726114644;1.0;0.3788362184303152;0.1944444444444444;9
0.9186046511627906;0.4394904458598745;0.3333333333333333;0.3483111376407385;0.1944444444444444;10
0.9186046511627906;0.3375796178344004;0.6666666666666666;0.3890455509128708;0.25;11
0.941860465116279;0.254777070063696;0.6666666666666666;0.3666508861124262;0.1666666666666666;13
0.9651162790697674;0.7070063694267574;0.6666666666666666;0.7117921906839841;0.2222222222222222;14
0.941860465116279;0.2866242038216597;0.6666666666666666;0.4160302986641418;0.1944444444444444;16
0.9302325581395348;0.5796178343949094;0.3333333333333333;0.3513574707202108;0.1944444444444444;17
0.9186046511627906;0.3885350318471339;0.6666666666666666;0.3918860506761625;0.2222222222222222;20
0.9651162790697674;0.3885350318471339;0.6666666666666666;0.3998312166807319;0.1944444444444444;21
0.8139534883720929;0.8535031847133752;1.0;0.6441759463186711;0.2777777777777777;22
0.9186046511627906;0.764331210191088;0.3333333333333333;0.9205071732910688;0.1666666666666666;23
0.9534883720930232;0.4585987261146513;0.6666666666666666;0.3955910503674124;0.2222222222222222;24
0.9186046511627906;0.7707006369426779;1.0;0.6323816973015253;0.2222222222222222;27
0.8023255813953489;0.6560509554140168;0.6666666666666666;0.7831751847354012;0.3611111111111111;33
0.9534883720930232;0.2738853503184728;0.6666666666666666;0.3697795525183706;0.1944444444444444;36
0.941860465116279;0.254777070063696;0.6666666666666666;0.378445135129572;0.2222222222222222;40
0.9069767441860463;0.5987261146496863;1.0;0.3888808842599263;0.1944444444444444;48
0.9186046511627906;0.872611464968152;0.3333333333333333;0.9255500895374924;0.1944444444444444;54
0.941860465116279;0.5859872611464993;1.0;0.3989873000843917;0.1944444444444444;90
0.9651162790697674;0.3885350318471339;0.6666666666666666;0.4046271329477389;0.1944444444444444;99
